"Title","Buy Box 🚚: Current","Amazon: Current","New: Current","New: Highest","New, 3rd Party FBM 🚚: Current","eBay Used 🚚: Current","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC"
"Birkenstock Women´s Madrid Black Synthetic Sandals 39 EU (M6/L8 US) R 040791","$ 96.13","","$ 96.13","$ 102.36","$ 96.13","","1","B07DDC89QJ","4013871540212",""
"Birkenstock Women's Sandals, Black 040791, 9.5","","","$ 96.13","$ 140.95","$ 96.13","","1","B000UWP7G0","4013871540243",""
"BIRKENSTOCK Men's Mules, Black, 9.5 US","","","","$ 228.53","","","","B000QDTV0Q","4013871540250",""
"Birkenstock Men´s Madrid Black Synthetic Sandals 42 EU (M9/L11 US) N 040793","","","$ 99.95","$ 138.22","","","1","B07D7VHNGL","4013871540359",""
"Birkenstock Men´s Madrid Black Synthetic Sandals 43 EU (M10 US) N 040793","","","$ 144.95","$ 152.95","","","1","B06XCSPPZH","4013871547785",""
"Birkenstock Unisex Clogs Super-Birki - Black - Woman 5-5.5","$ 74.99","","$ 74.99","$ 209.67","","","0","B000KCV7E6","4013871567127",""
"Birkenstock Unisex Clogs Super-Birki - Black - Woman 7-7.5 / Men 5-5.5","","","$ 74.90","$ 285.60","$ 98.90","","2","B0013VUMP8","4013871567141",""
"Birkenstock Men's Super-Birki Cork Footbed Clog, Color: Black, Size: 38","$ 71.27","","$ 71.27","$ 130.00","$ 72.44","","3","B000MV0EBW","4013871567141",""
"Birkenstock Unisex Clogs Super-Birki - Black - Woman 8-8.5 / Men 6-6.5","$ 79.90","","$ 79.90","$ 116.95","","","0","B00G9TH4UK","4013871567158",""
"Birkenstock Unisex Clogs Super-Birki - Black - Woman 12-12.5 / Men 10-10.5","$ 72.07","","$ 72.07","$ 140.00","$ 72.13","","3","B000KCXCCG","4013871567196",""
"Birkenstock Unisex Clogs Super-Birki - Black - Men 12-12.5","$ 79.95","","$ 69.90","$ 130.00","$ 94.26","","2","B000KCZ99A","4013871567219",""
"BIRKENSTOCK BIRK-51751 Arizona Leather Sandals, Blue, 41","","","$ 150.00","$ 150.00","","","1","B000K05IRA","4013871589518",""
"Birkenstock Unisex Arizona BS Birko-Flor Blue Sandals 11 W / 9 M US","$ 103.72","","$ 103.72","$ 180.95","$ 103.72","","2","B000KBIPRE","4013871589525",""
"Birkenstock Men's BIRK-051061 Arizona Sandal, Blue, 43","","","$ 158.95","$ 175.00","$ 158.95","","1","B000K0CKWG","4013871589532",""
"Birkenstock Unisex Arizona Blue Birko Flor Sandals - 13-13.5 B(M) US Men","","","$ 170.95","$ 218.95","$ 170.95","","1","B000K08K1Q","4013871589563",""
"Birkenstock Women's Casual Sandals, Blue, 7.5 us","","","$ 186.95","$ 311.01","$ 184.95","","1","B000K07PJO","4013871589594",""
"Birkenstock Men's Open Toe Sandals, Blue, 6","","","$ 152.95","$ 180.95","$ 192.93","","1","B000K07Q5C","4013871589617",""
"Birkenstock Men's Open Toe Sandals, Blue, 8","$ 125.98","","$ 125.98","$ 179.95","$ 120.00","","2","B000K08MIW","4013871589631",""
"Birkenstock Unisex Casual Sandals, Blue, 9 Narrow US Men","","","$ 135.00","$ 135.00","$ 135.00","","1","B000K08MRS","4013871589648",""
"Birkenstock Men's Open Toe Sandals, Blue, 46 EU Étroit","","","$ 175.95","$ 229.38","$ 175.95","","3","B000K08NYA","4013871589686",""
"Birkenstock Men's Clog Mules, Green, 39 EU","","","","$ 118.34","","","","B000MV21X6","4013871671916",""
"Birkenstock 68081 Super-Birki Green PU - Regular - Size: Men 10-10.5, Women 8-8.5","$ 86.02","","$ 62.02","$ 135.95","$ 86.02","","2","B00ULOUN1G","4013871671930",""
"Birkenstock 68081 Super-Birki Green PU (Polyurethan) - Regular","","","$ 69.90","$ 84.90","$ 93.90","","1","B000KCT860","4013871671947",""
"Birkenstock Unisex Boston Wool Felt Open Back Cloggs - Anthracite - 5-5.5","$ 218.58","","$ 218.58","$ 222.58","$ 218.58","","3","B00UFOJH96","4013871694830",""
"Birkenstock Men's Boston Nubuck Felt Buckle Regular Fit Sandal Anthracite-Anthracite-7.5","$ 156.89","","$ 156.89","$ 378.83","$ 156.89","","2","B0013VKIUM","4013871694885",""
"Birkenstock Boston, Unisex Adults' Clogs, Grey (Anthrazit),9 UK","","","$ 180.47","$ 292.32","","","1","B003AQCC02","4013871705383",""
"BIRKENSTOCK Women's Mules, Brown Nubuck Mocha, 8.5 US","$ 109.15","","$ 109.15","$ 113.15","$ 109.15","","2","B000QDULA0","4013871742814",""
"Birkenstock Women's Sandals, Mocca 040093, 10","","","$ 89.95","$ 122.95","$ 89.95","","3","B001LQZ14M","4013871742845",""
"Birkenstock Girls Mules Sandals, Brown (Mocca), 4.5 Big Kid","$ 169.95","","$ 169.95","$ 195.95","$ 169.95","","1","B000QF2FWK","4013871742869",""
"Birkenstock Women's Madrid Mocca Birko Flor Sandals 37 M EU","$ 80.96","","$ 80.96","$ 113.14","$ 79.95","","4","B000QEXAJ8","4013871742883",""
"Birkenstock Women's Mules Gizeh V Sky Blue Cv R, Multi, 7 Narrow","$ 109.78","","$ 104.00","$ 130.99","$ 109.78","","4","B001LR7P0E","4013871742890",""
"BIRKENSTOCK Women's Mules, Mocha, 8","","","$ 96.00","$ 130.99","$ 96.00","","3","B000MSU4A6","4013871742906",""
"Birkenstock Unisex-Adult Arizona Soft Footbed Sandals, Grey Stone, 6.5 us","","","$ 159.13","$ 190.95","$ 192.93","","1","B000UWJD5G","4013871744856",""
"Birkenstock Unisex Arizona Stone Sandals - 7-7.5 B(M) US Women","","","$ 112.41","$ 200.99","$ 112.41","","1","B0013VK532","4013871744870",""
"Birkenstock Women's Arizona Birkoflor - Standard Fitting Classic Buckled Two Strap - Flip Flop Sandal 9 Stone","$ 112.41","","$ 112.41","$ 139.22","$ 110.00","","2","B07CP38SYB","4013871744894",""
"Birkenstock Unisex Arizona Stone Sandals - 11-11.5 B(M) US Men","","","$ 159.13","$ 193.36","$ 169.95","","3","B0013VK5QE","4013871744931",""
"Birkenstock Unisex Arizona Stone Sandals - 13-13.5 B(M) US Men","","","$ 181.95","$ 218.95","$ 146.95","","1","B0013VLY6O","4013871744955",""
"Birkenstock Unisex Clogs Super-Birki - Black - Men 14-14.5","","","$ 74.90","$ 127.95","$ 98.90","","1","B000MV44FO","4013871754374",""
"Birkenstock Boston Cacao Wool Unisex Mule Slippers 10 Cacao","","","$ 186.95","$ 457.56","","","1","B0036WWMAA","4013871778776",""
"Birkenstock Women's Boston Cocoa Wool Clogs 45 M EU / 12 F(M) UK","","","$ 194.67","$ 334.10","$ 228.47","","1","B003BZ970A","4013871778813",""
"Birkenstock Men's Boston Cocoa Wool Clogs 42 (Narrow)","$ 258.85","","$ 258.85","$ 310.95","$ 258.85","","1","B0036WV1WA","4013871778905",""
"Birkenstock Women's Flatform Sandals, Mocha 043751, 5.5","$ 103.00","","$ 103.00","$ 120.00","$ 103.51","","5","B000UWP9SG","4013871891093",""
"Birkenstock Women's Gizeh Cork Footbed Thong Sandal Mocha 37 Medium EU","$ 102.23","","$ 102.23","$ 103.72","$ 103.71","","5","B000MSU7VC","4013871891109",""
"Birkenstock 43731 Gizeh Women's Style Sandal, Mocca Nubuk, 8","$ 103.71","","$ 102.02","$ 129.95","$ 103.71","","6","B000KC5YC2","4013871891123",""
"Birkenstock Unisex Boston Bosten Super-Runner Work Shoes Natural Leather Black Size 36 - Normal Footbed, Schwarz, 5.5 US Women","$ 106.71","","$ 106.71","$ 283.41","$ 106.71","","3","B001492XP6","4013871900245",""
"Birkenstock Women's logs Bosten Super-Runner Work Shoes Natural Leather Black Size 37-Normal Footbed, 4.5 UK","$ 119.90","","$ 119.90","$ 283.41","$ 119.90","","1","B0013WB6I4","4013871900252",""
"Birkenstock Women's Slippers, Schwarz, 7","$ 104.44","","$ 104.44","$ 209.95","$ 104.41","","3","B001496YTW","4013871900269",""
"Birkenstock Super Grip Professional Boston Clog Black - Size 39 - [BB129-39]","$ 119.90","","$ 119.90","$ 150.00","$ 129.90","","1","B00UJFUBQO","4013871900276",""
"Birkenstock Boston Leather Black Unisex Clogs Supergrip US Women 8.0 / Men 6.0","","","$ 176.95","$ 252.95","$ 176.95","","1","B0013W7TZ8","4013871900276",""
"Birkenstock Men?s Boston Black Leather Sandals 40 EU (M7/L9 US) R 060194","$ 129.90","","$ 129.90","$ 212.95","$ 129.90","","2","B00UJFUSQC","4013871900283",""
"Birkenstock Boston Leather Black Unisex Clogs Supergrip US Women 10 / Men 8.0","$ 119.90","","$ 119.90","$ 210.95","$ 129.90","","2","B0013WB6PC","4013871900290",""
"Birkenstock Unisex Clogs and Mules, Black, 8.5 US Men","$ 120.14","","$ 120.14","$ 167.00","$ 120.14","","2","B004AEHDIY","4013871900290",""
"Birkenstock Women's Boston NL Schwarz, 9","$ 129.90","","$ 129.90","$ 250.92","$ 190.95","","1","B000UWKBXY","4013871900306",""
"Birkenstock Men's Boston Clogs, Schwarz, 12","$ 129.90","","$ 129.90","$ 252.95","$ 129.90","","3","B0014957KO","4013871900337",""
"Birkenstock Men's Boston NL Schwarz, Black, 13","$ 129.90","","$ 129.90","$ 237.00","$ 129.89","","2","B0013W7UHK","4013871900344",""
"Birkenstock Women's Clogs Mules, Black, 8.5","","","$ 115.62","$ 195.00","$ 145.62","","3","B001492XTW","4013871900412",""
"Birkenstock Men's Clogs, Black, 7","","","$ 173.95","$ 229.95","$ 173.95","","2","B0013W9HKI","4013871900429",""
"Birkenstock Women's Gizeh Birko Flor Regular Fit Toe-Post Sandal Black-Black-3.5","","","$ 102.38","$ 104.00","$ 95.18","","3","B000KC3VWM","4013871905745",""
"Birkenstock Gizeh Black Unisex Sandals Size 41 EU","","","$ 169.95","$ 295.44","$ 169.95","","1","B00IR4VAKU","4013871905790",""
"Birkenstock Mayari Brown Havana Oily Leather Sandals for Women, Double Adjustable Buckle and Cork Insole, White, 8.5 US","","","$ 190.20","$ 192.20","$ 188.20","","1","B09RF1DYTB","4039854353907",""
"Birkenstock Arizona Sfb Womens Suede Leather Sandal In Nude (US 6, Nude)","$ 119.99","","$ 119.99","$ 135.00","$ 119.99","","1","B07QC1WB4X","4039854358544",""
"London Shearling","$ 465.48","","$ 405.59","$ 437.95","","","1","B07T1M64KD","4039854653182",""
"Birkenstock Zermatt Standard Mules/Clogs Women Grey - 6.5 - Clogs Shoes","$ 152.95","","$ 133.75","$ 228.92","$ 152.95","","2","B07QJBWSQG","4039854684216",""
"Birkenstock Zermatt Standard Mules/Clogs Women Grey - 9.5 - Clogs Shoes","$ 165.95","","$ 133.75","$ 155.00","$ 167.55","","1","B07QKDWC3M","4039854684377",""
"Birkenstock Men's Clogs, Grey Anthracite Anthracite, 5.5 UK","","","$ 133.75","$ 166.95","","","2","B07QH6N4DX","4039854685411",""
"Birkenstock Zermatt Standard Mules/Clogs Men Grey - 7.5 M UK - Clogs Shoes","","","$ 133.75","$ 176.95","","","2","B07QJBWWHG","4039854685497",""
"Birkenstock Zermatt Standard Mules/Clogs Men Grey - 10.5 M UK - Clogs Shoes","$ 152.95","","$ 133.75","$ 166.95","","","2","B07QG2P5S7","4039854685657",""
"Birkenstock Men's Clogs, Grey Light Grey Light Grey, 6-6.5","","","$ 133.75","$ 208.95","$ 167.55","","1","B07QKVHBDQ","4039854686050",""
"BIRKENSTOCK Men's Clogs , Gris Light Grey Light Grey , 10 US","","","$ 133.75","$ 162.95","$ 167.55","","1","B07QKVJWRS","4039854686210",""
"Birkenstock Men's Clogs, Grey Light Grey Light Grey, 9.5 UK","$ 167.55","","$ 133.75","$ 166.95","","","1","B07QLTQPTM","4039854686258",""
"BIRKENSTOCK Womens Zermatt Rivet Wool Blend Clog Slippers Gray 40 Narrow (AA,N)","","","","$ 230.95","","","","B07TP86ZWL","4039854688177",""
"Birkenstock Women's Zermatt Shearling Narrow Slippers Grey in Size US 10-10.5","$ 186.95","","$ 164.21","$ 230.95","$ 186.95","","2","B07TQ88LPV","4039854688214",""
"Birkenstock Unisex Zermatt Rivet Wool Anthracite Gray Sandals 9 W / 7 M US","","","$ 164.21","$ 230.95","$ 186.95","","2","B07W5MTXHX","4039854689297",""
"Birkenstock Womens Madrid Big Buckle Graceful Birko-Flor Summer Sandals - Pearl White - 8-8.5","$ 198.01","","$ 164.21","$ 229.95","","","1","B07TMR8R8Q","4039854761269",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Pearl White 36 Mule, 6 us","$ 181.95","","$ 164.21","$ 329.38","$ 166.95","","2","B07KYNK6N7","4039854761504",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Pearl White 37 Mule, US-0 / Asia Size s","$ 160.00","","$ 160.00","$ 252.52","$ 198.01","","1","B07KYP2362","4039854761542",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Pearl White 38 Mule, 8 us","$ 175.95","","$ 175.95","$ 325.65","$ 175.95","","1","B07KYNVTC5","4039854761580",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Pearl White 39 Mule, Women 2","","","","$ 325.65","","","","B07KYQHCZ6","4039854761627",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Pearl White 40 Mule, 7.5 US","","","$ 324.65","$ 325.65","","","1","B07KYPDQKT","4039854761665",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Licorice 36 Sandal, Black, 6 us","$ 186.95","","$ 186.95","$ 319.95","$ 171.95","","1","B07KYP9T6L","4039854763669",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Licorice 39 Sandal, Black, women 2","$ 186.95","","$ 186.95","$ 245.30","$ 186.95","","1","B07KYNGMTM","4039854763782",""
"Birkenstock Women's Madrid Big Buckle BF Graceful Licorice 41 Sandal, Black, 10","","","$ 186.95","$ 244.29","$ 186.95","","1","B07KYP2BZB","4039854763867",""
"Birkenstock Men's Mules Barbados EVA Noir Sandal, Black, 8.5","","","$ 79.99","$ 94.95","$ 77.99","","4","B07ZS6ZGS1","4039854804065",""
"Birkenstock Men's Mules Barbados Eva Noir Sandal, Black, 12","","","$ 55.00","$ 99.95","$ 55.00","","1","B07ZS6NF2F","4039854804225",""
"Birkenstock Women's Spring/Summer 20 Sandal, White, 7","$ 126.90","","$ 108.37","$ 130.95","","","2","B082L4S7VY","4039854804423",""
"Birkenstock Men's Pull-on Sandal, Navy, 6 Wide","$ 79.95","","$ 79.95","$ 97.95","$ 79.95","","1","B07ZS764QL","4039854804942",""
"Birkenstock Men's Sandal, Black, 10","","","$ 49.00","$ 69.00","","","1","B0842W9N2J","4039854808421",""
"Birkenstock Men's Sandal, Black, 10","","","","$ 69.00","","","","B0842W7R19","4039854808469",""
"Birkenstock Men's Sandal, Black, 10.5","","","$ 69.00","$ 86.95","$ 69.00","","1","B0842WCD3H","4039854808506",""
"Birkenstock Honolulu EVA Flip Flop Black Regular 46","","","$ 69.00","$ 100.52","","","1","B0842WLB3D","4039854808582",""
"Birkenstock Honolulu EVA Flip Flop White Regular 44","","","$ 59.95","$ 99.00","","","1","B0842VYZGR","4039854808988",""
"Birkenstock Gizeh Kids Cosmic Sparkle White Birko-Flor 1 US Little Kid","","","$ 123.95","$ 150.95","$ 123.95","","1","B07ZTWGD3C","4039854932027",""
"Franca","","","","$ 149.48","","","","B0855PHVWT","4039854986266",""
"Birkenstock Men?s Profi-Birki Blue Alpro-Foam Sandals M14 47,0 R 074071","","","","$ 182.33","","","","B0013W1EFE","4039855310015",""
"Birkenstock Unisex Clogs Super-Birki - As Ciel Blue Light - Woman 4-4.5","$ 99.99","","$ 99.99","$ 99.99","$ 99.99","","1","B00O51AK3M","4039855467177",""
"Birkenstock Women´s Super-Birki Ciel Blue Light Alpro-Foam Sandals 36 EU (L5 US) R 068501","","","$ 166.70","$ 168.70","$ 166.70","","1","B00O51ANGQ","4039855467184",""
"Birkenstock Unisex Clogs Super-Birki - As Ciel Blue Light - Woman 10-10.5 / Men 8-8.5","$ 77.09","","$ 53.09","$ 137.80","$ 77.09","","1","B001EMAR8S","4039855467238",""
"Super-Birki","$ 79.90","","$ 74.90","$ 155.00","$ 98.90","","1","B004ZC7BTW","4039855698410",""
"Birkenstock Men's Open Toe Sandals, Grey Nubuck Stone, 48 EU Étroit","","","$ 159.13","$ 186.95","$ 146.95","","2","B000K9V5O6","4040714011103",""
"Birkenstock Women's Gizeh Sandals, Mocha 043751, 12","","","$ 175.95","$ 175.95","$ 175.95","","1","B003ART6O6","4040714016771",""
"Birkenstock Women's Arizona Birko-Flo Mocha Sandals - 35 W EU / 4-4.5 W US","","","","$ 159.13","","","","B000XW1DGA","4040714059143",""
"Birkenstock Women's Arizona Birko-Flo Mocca Sandals - L8 M6 39,0","","","$ 123.50","$ 199.95","$ 158.50","","3","B000XW4S3U","4040714059181",""
"Birkenstock Women's Low-top Slippers, Marrone Mocca, 9","$ 164.95","","$ 164.95","$ 230.95","","","1","B00JDHMRKC","4040714059198",""
"BIRKENSTOCK Women's BIRK-151181 Arizona Sandal, Mocha Birkibuc, 41","","","$ 99.85","$ 175.00","$ 129.85","","2","B000XW1DJ2","4040714059204",""
"Birkenstock Women's Arizona Birko-Flo Mocha Sandals - 9 D(M) US Men","","","$ 192.57","$ 192.57","","","1","B00UHMUUOC","4040714059211",""
"Birkenstock Men's Arizona 2-Strap Cork Footbed Sandal Mocha 44 Medium EU","$ 112.41","","$ 112.41","$ 199.95","$ 112.41","","3","B01HYVNMXE","4040714059235",""
"Birkenstock Women's Arizona Sandals Brown in Size US 6-6.5 Narrow","","","$ 146.95","$ 218.95","$ 146.95","","1","B00UJPF8PI","4040714059280",""
"Birkenstock Unisex Arizona Mocca Sandals - 7-7.5 B(M) US Women","","","$ 154.95","$ 218.95","$ 154.95","","1","B00UJPA72C","4040714059297",""
"Birkenstock Women's Arizona, Brown, 10 AU","","","","$ 200.99","","","","B00UI027IU","4040714059310",""
"Birkenstock Men's Arizona Birko-Flor Nubuck Mocca narrow size EU 45 / US M12","","","$ 102.02","$ 206.95","$ 122.02","","2","B00UJP48VS","4040714059365",""
"Birkenstock Arizona Mules/Clogs Men Brown - UK:12 - Mules","$ 174.95","","$ 174.95","$ 229.95","$ 175.95","","3","B00UJP5BBY","4040714059372",""
"Birkenstock Women's Florida Soft Footbed Birko-Flor Blau Sandals - 7.5 M US","$ 181.95","","$ 181.95","$ 236.95","$ 181.95","","1","B00AQDTEMQ","4040714064031",""
"Birkenstock Womens Gizeh Birko-Flor Casual Holiday Silver Flip Flops - Silver - 5","","","","$ 195.95","","","","B07CNDRZH7","4040714067148",""
"Birkenstock Women's Flip Flop Sandals, Metallic Silver Birko Flor, 8 us","$ 99.95","","$ 99.95","$ 113.95","$ 103.72","","2","B000KC1SFO","4040714067162",""
"Birkenstock Women's Sandals, Black Black Lack, 3.5 UK","","","$ 148.98","$ 250.65","$ 169.95","","2","B000XW6BD0","4040714076836",""
"Birkenstock Women's Madrid Single Strap Birko Flor Sandal Black Patent-Black-5","$ 106.98","","$ 106.98","$ 185.29","$ 106.98","","2","B000XW48E4","4040714076850",""
"Birkenstock Women's Slides, Dark Brown, 4 us","","","","$ 164.95","","","","B0036W4NHK","4040714142050",""
"Birkenstock Men's Madrid Silver Birko Flor Sandals 42 N EU","","","$ 138.83","$ 173.39","$ 129.95","","4","B000KBIGBY","4040714146157",""
"Birkenstock Women's Sandals, Silver, 5.5 us","","","$ 138.83","$ 155.00","","","1","B000MSU4RY","4040714146171",""
"Birkenstock Womens Madrid Birko-Flor Adults Summer Sandals - Silver - 6-6.5","$ 99.39","","$ 99.39","$ 155.00","$ 99.39","","2","B000KBOPDC","4040714146195",""
"Birkenstock Womens Madrid Birko-Flor Adults Summer Sandals - Silver - 8-8.5","$ 99.39","","$ 99.39","$ 255.95","$ 99.39","","1","B000MSVTWS","4040714146218",""
"Birkenstock Womens Madrid Dark Brown Birko-Flor Summer Sandals - Dark Brown - 4-4.5","","","$ 130.00","$ 214.23","$ 130.00","","1","B07MZG7YR1","4040714154046",""
"Birkenstock Womens Madrid Dark Brown Birko-Flor Summer Sandals - Dark Brown - 7-7.5","","","$ 79.95","$ 104.95","$ 79.95","","1","B07M5JKF38","4040714154077",""
"Birkenstock Women's Open Ankle, Dark Brown, 8","","","","$ 214.23","","","","B0036W4NGG","4040714154084",""
"Birkenstock Men´s Arizona Blue Synthetic Sandals M14 47,0 N 051753","","","$ 148.98","$ 215.00","$ 149.95","","2","B000K077NS","4040714195360",""
"Birkenstock Unisex Arizona Black Sandals - 48 (Stretta)","","","$ 148.98","$ 172.00","$ 151.95","","1","B000K9X0OY","4040714196534",""
"Birkenstock Women's Arizona Birko-Flo Black Sandals - M14 47,0","$ 135.00","","$ 135.00","$ 167.95","$ 135.00","","5","B0057UE94Q","4040714264721",""
"BIRKENSTOCK Men's Open Toe Sandals, Black, 47 EU","$ 145.00","","$ 145.00","$ 260.95","","","2","B0057UDVVS","4040714264745",""
"Boston","","","$ 173.95","$ 214.00","$ 173.95","","1","B0057UDWAI","4040714264752",""
"Birkenstock Men's Undercut, Black/White, 14 AU","","","$ 179.00","$ 179.00","","","1","B00IR4RQ0I","4040714264752",""
"Birkenstock Women's Heels Open Toe Sandals, Beige, 4.5 Big Kid","","","$ 194.67","$ 204.67","$ 228.47","","1","B0711QRRK5","4040714342542",""
"Birkenstock Women's Arizona Open Toe Sandals, Beige, 7-7.5","","","$ 194.67","$ 531.76","$ 228.47","","1","B0026MP5UU","4040714342573",""
"Birkenstock Women's Arizona Open Toe Sandals, Beige, 5.5 UK","","","$ 194.67","$ 538.63","$ 198.95","","1","B0026MP5VE","4040714342580",""
"Birkenstock Women's Heels Open Toe Sandals, Beige, 6.5 UK","","","$ 169.00","$ 299.95","$ 204.00","","3","B072PP3PFM","4040714342597",""
"Birkenstock Women's Heels Open Toe Sandals, Beige Taupe Taupe, 7.5 UK","","","$ 169.00","$ 299.95","$ 198.95","","5","B0725P16L6","4040714342603",""
"Arizona Soft Footbed","","","$ 194.67","$ 250.73","$ 228.47","","2","B0026MX552","4040714342610",""
"Birkenstock Unisex Adults Arizona Soft Footbed Suede Leather Sandals - Taupe - USW5/M3/EU36","","","$ 192.67","$ 238.53","$ 192.67","","4","B07288WJC4","4040714342672",""
"Birkenstock Womens Arizona Open Toe Casual Slide Sandals Taupe, 9-9.5","","","$ 155.00","$ 249.14","$ 155.00","","4","B0026MZ3TI","4040714342719",""
"Birkenstock Unisex Arizona Soft Footbed Open Toe Sandals, Taupe, 9 US Men","","","$ 194.67","$ 298.95","$ 228.47","","2","B071NZXZRP","4040714342733",""
"Arizona Soft Footbed","$ 192.95","","$ 192.95","$ 277.32","$ 192.95","","3","B071S6B4Q8","4040714342757",""
"Birkenstock Unisex Adults Arizona Soft Footbed Suede Leather Sandals - Taupe - USM12/EU45","","","$ 194.67","$ 250.73","$ 228.47","","2","B0714BCNBS","4040714342764",""
"Birkenstock Women's Casual Sandals, Mocca, 5 UK Narrow","$ 127.00","","$ 127.00","$ 375.35","","","0","B0026MV14O","4040714342818",""
"Birkenstock Unisex Clogs and Mules Sandals, Brown Mocca Soft Footbed, 9 US Men","","","$ 194.67","$ 298.95","$ 228.47","","2","B00IGC6AXU","4040714342856",""
"Birkenstock Unisex Clogs and Mules Sandals, Brown Mocca Soft Footbed, 12 US Men","$ 126.85","","$ 126.85","$ 241.95","$ 126.85","","3","B00IGC6FPI","4040714342894",""
"Birkenstock Women's Arizona Clogs, Brown Braun Mocca Soft Footbed, 6 AU","","","$ 194.67","$ 335.00","$ 228.47","","3","B00GWP93T6","4040714342917",""
"Birkenstock Men's Arizona Soft Footbed Open Toe Sandals, Mocca, 6","","","$ 149.00","$ 215.00","$ 149.00","","1","B00GWP96OI","4040714342948",""
"Birkenstock Men's Heels Sandals Open Toe Sandals , Brown Marron Mocca Marron Mocca , 9 US","","","$ 194.67","$ 299.95","$ 228.47","","3","B00GWP9A08","4040714342979",""
"Birkenstock Men's Heels Sandals Open Toe Sandals , Brown Marron Mocca Marron Mocca , 10 US","","","$ 194.67","$ 215.00","","","1","B00GWP9B0C","4040714342986",""
"Birkenstock Women's Arizona SFB Open Toe Sandals, Noir, 4.5 Narrow Big Kid","","","","$ 188.99","","","","B00DIXDDFA","4040714343020",""
"Birkenstock Women's Heels Open Toe Sandals, Noir, 3.5 UK","","","$ 156.89","$ 229.95","$ 156.89","","2","B00GWP9HT2","4040714343037",""
"Birkenstock Women's Heels Open Toe Sandals, Noir, 6-6.5 Narrow","","","$ 156.89","$ 220.95","$ 156.89","","2","B00GWP9IZA","4040714343044",""
"Birkenstock Women's Arizona SFB Open Toe Sandals, Noir, 8 Narrow","$ 114.99","","$ 114.99","$ 241.58","$ 114.99","","2","B00GWP9L7A","4040714343068",""
"Birkenstock Women's Arizona SFB Open Toe Sandals, Noir, 9 Narrow","$ 156.89","","$ 156.89","$ 220.95","$ 156.89","","2","B00GWP9MXI","4040714343075",""
"Birkenstock Women's Heels Open Toe Sandals, Black, 10 Narrow","$ 150.00","","$ 149.50","$ 219.95","$ 140.00","","3","B00DIXDE9A","4040714343082",""
"Birkenstock Arizona Soft Footbed Black Suede 4 US Womens","","","$ 194.67","$ 251.50","$ 228.47","","1","B0728827FK","4040714343143",""
"Birkenstock Arizona Soft Footbed Black Suede 7 US Womens","","","$ 193.67","$ 251.50","$ 193.67","","1","B0026MV16C","4040714343174",""
"Birkenstock Men's Heels Open Toe Sandals, Noir, 6","","","$ 160.00","$ 215.00","$ 160.00","","2","B0026MP5ZU","4040714343181",""
"Birkenstock Men's Arizona Open Toe Sandals, Noir, 9","","","$ 127.00","$ 199.95","$ 127.00","","1","B0716X5LCJ","4040714343211",""
"Birkenstock Men's Heels Open Toe Sandals, Noir, US:5.5","","","$ 194.67","$ 220.95","$ 205.95","","2","B071F7SMNT","4040714343235",""
"Birkenstock Women's Clogs, Mink, 9.5 Narrow","$ 199.00","","$ 199.00","$ 288.98","","","4","B0026MQHXO","4040714343679",""
"Boston Soft Footbed","","","$ 375.13","$ 375.13","","","1","B07CGQGBKC","4040714343761",""
"Birkenstock Men's Flatform Clogs, Taupe, 9","","","$ 343.32","$ 372.69","$ 343.32","","3","B076LTNDWP","4040714343815",""
"Boston Soft Footbed","","","$ 374.13","$ 375.13","$ 374.13","","1","B076LRWPCV","4040714343853",""
"Madrid","","","$ 169.95","$ 195.95","$ 169.95","","1","B000MSYLLY","4040714360867",""
"Birkenstock Gizeh, Unisex - Adults' Sandals Sandals, Brown (Mocca), 4.5 UK Narrow (37 EU)","","","$ 159.13","$ 169.13","$ 192.72","","1","B003ART6PA","4040714361000",""
"Birkenstock Gizeh, Unisex - Adults' Sandals Sandals, Brown (Mocca), 7 UK Narrow (40 EU)","$ 166.95","","$ 159.13","$ 175.00","$ 146.95","","2","B003ART6Q4","4040714361031",""
"Boston Soft Footbed","$ 155.00","","$ 155.00","$ 299.05","","","1","B00IGBJFQ0","4040714382791",""
"Birkenstock Men's Clogs, Black/Black/Black, 8-8.5","","","","$ 268.60","","","","B0026N05ZE","4040714382999",""
"BIRKENSTOCK Men's Clogs Clogs , Noir Black , 9 US","","","$ 179.00","$ 268.60","$ 179.00","","1","B07CVN7GG1","4040714383002",""
"Birkenstock Men's Clogs, Black/Black/Black, 11-11.5","","","$ 160.00","$ 268.60","$ 193.80","","1","B07FKM9TV6","4040714383026",""
"BIRKENSTOCK Women's BIRK-53013 Florida Birko-Flor Sandal, Black, 37","","","$ 165.95","$ 275.46","$ 146.95","","1","B00109PN6Q","4040714384627",""
"Birkenstock BIRK-053013 Arizona Leather Sandals, Black, 38","","","","$ 337.03","","","","B00109T4QQ","4040714384634",""
