Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"THE NORTH FACE Berkeley Field Bag, Fawn Grey/Gardenia White, One Size",10296.0,9748.0,,,,$55.00 ,$54.59 ,-,,B0C3RQHVC5,196573158436,196573158436,B0B5MQ3JK6,THE NORTH FACE,yes,GB196573158436,https://www.google.com/search?q=196573158436+THE+NORTH+FACE+Berkeley+Field+Bag%2C+Fawn+Grey%2FGardenia+White%2C+One+Size&tbm=shop,N,https://www.amazon.com/dp/B0C3RQHVC5?psc=1,Not Found,Not Found,,,,,N
"THE NORTH FACE Mudder Trucker Hat, TNF White/Kelp Tan TNF Camo Print/Graphic Patch, One Size",18679.0,18483.0,,,,$38.99 ,,-,,B09KP255VZ,193391978581,193391978581,B078WCBVW8,THE NORTH FACE,yes,GB193391978581,https://www.google.com/search?q=193391978581+THE+NORTH+FACE+Mudder+Trucker+Hat%2C+TNF+White%2FKelp+Tan+TNF+Camo+Print%2FGraphic+Patch%2C+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B09KP255VZ?psc=1,"https://www.google.com/shopping/product/4397834148986207178/offers?q=193391978581&prds=cid:4397834148986207178,cond:1",EMS,39.99,67.98,75.58,75.58,Y
"THE NORTH FACE Men's Antora Waterproof Jacket (Standard and Big Size), Deep Grass Green, X-Large",19454.0,18533.0,,,,$109.95 ,,-,,B0BGYKHBYD,196011663720,196011663720,B0CNLD3XFY,THE NORTH FACE,yes,GB196011663720,https://www.google.com/search?q=196011663720+THE+NORTH+FACE+Men%27s+Antora+Waterproof+Jacket+%28Standard+and+Big+Size%29%2C+Deep+Grass+Green%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B0BGYKHBYD?psc=1,"https://www.google.com/shopping/product/4503750694729345343/offers?q=196011663720&prds=cid:4503750694729345343,cond:1",evo.com,64.99,110.48,122.83,122.83,Y
"THE NORTH FACE Men's Antora Waterproof Jacket (Standard and Big Size), Mandarin/TNF Black, XX-Large",19193.0,18456.0,,,,$176.40 ,,-,,B0BZ8TWBW9,196573177857,196573177857,B0CNLD3XFY,THE NORTH FACE,yes,GB196573177857,https://www.google.com/search?q=196573177857+THE+NORTH+FACE+Men%27s+Antora+Waterproof+Jacket+%28Standard+and+Big+Size%29%2C+Mandarin%2FTNF+Black%2C+XX-Large&tbm=shop,Y,https://www.amazon.com/dp/B0BZ8TWBW9?psc=1,"https://www.google.com/shopping/product/14919835432279939145/offers?q=196573177857&prds=cid:14919835432279939145,cond:1",SunnySports.com,79.95,135.91,151.11,151.11,Y
"THE NORTH FACE Men's Antora Waterproof Jacket (Standard and Big Size), Utility Brown Tropical Paintbrush Print, X-Large",19332.0,18449.0,,,,$128.69 ,$110.00 ,-,,B0BGYKNQT7,196011664130,196011664130,B0CNLD3XFY,THE NORTH FACE,no,GB196011664130,https://www.google.com/search?q=196011664130+THE+NORTH+FACE+Men%27s+Antora+Waterproof+Jacket+%28Standard+and+Big+Size%29%2C+Utility+Brown+Tropical+Paintbrush+Print%2C+X-Large&tbm=shop,N,https://www.amazon.com/dp/B0BGYKNQT7?psc=1,Not Found,Not Found,,,,,N
"THE NORTH FACE Men's Antora Waterproof Jacket (Standard and Big Size), Optic Emerald Generative Camo Print, Large",18963.0,18417.0,,,,$110.00 ,,-,,B0CHWLBTMZ,196575604542,196575604542,B0CNLD3XFY,THE NORTH FACE,yes,GB196575604542,https://www.google.com/search?q=196575604542+THE+NORTH+FACE+Men%27s+Antora+Waterproof+Jacket+%28Standard+and+Big+Size%29%2C+Optic+Emerald+Generative+Camo+Print%2C+Large&tbm=shop,Y,https://www.amazon.com/dp/B0CHWLBTMZ?psc=1,"https://www.google.com/shopping/product/186039415035682430/offers?q=196575604542&prds=cid:186039415035682430,cond:1",The North Face,130.0,221.0,245.7,245.7,Y
"THE NORTH FACE Women's Waterproof Antora Jacket (Standard and Plus Size), White Dune/Khaki Stone, 3X",19703.0,25250.0,,,,$110.00 ,$110.00 ,-,,B0CHWKKQW2,196575605419,196575605419,B09F1K52N7,THE NORTH FACE,no,GB196575605419,https://www.google.com/search?q=196575605419+THE+NORTH+FACE+Women%27s+Waterproof+Antora+Jacket+%28Standard+and+Plus+Size%29%2C+White+Dune%2FKhaki+Stone%2C+3X&tbm=shop,Y,https://www.amazon.com/dp/B0CHWKKQW2?psc=1,"https://www.google.com/shopping/product/14822026780141370179/offers?q=196575605419&prds=cid:14822026780141370179,cond:1",REI,110.0,187.0,207.9,207.9,Y
"THE NORTH FACE Women's Waterproof Antora Jacket (Standard and Plus Size), Super Sonic Blue, 2X",19956.0,24781.0,,,,$110.00 ,,-,,B0BHTK717W,196011654384,196011654384,B09F1K52N7,THE NORTH FACE,yes,GB196011654384,https://www.google.com/search?q=196011654384+THE+NORTH+FACE+Women%27s+Waterproof+Antora+Jacket+%28Standard+and+Plus+Size%29%2C+Super+Sonic+Blue%2C+2X&tbm=shop,Y,https://www.amazon.com/dp/B0BHTK717W?psc=1,"https://www.google.com/shopping/product/17807013796489987142/offers?q=196011654384&prds=cid:17807013796489987142,cond:1",Eagle Eye Outfitters,119.95,203.91,226.71,226.71,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, TNF Red/TNF Black, 10",18709.0,12871.0,,,,$136.29 ,$69.63 ,-,,B09TRYWJ2C,196247349092,196247349092,B07PM8Y639,THE NORTH FACE,yes,GB196247349092,https://www.google.com/search?q=196247349092+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+TNF+Red%2FTNF+Black%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B09TRYWJ2C?psc=1,"https://www.google.com/shopping/product/8354444963112292381/offers?q=196247349092&prds=cid:8354444963112292381,cond:1",Ramsey Outdoor,51.3,87.21,96.96,96.96,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, TNF Black Half Dome Tagline Toss/Fiery Red, 14",18377.0,12651.0,,,,$59.00 ,$42.83 ,-,,B0BGT1ZR2N,196012345908,196012345908,B07PM8Y639,THE NORTH FACE,no,GB196012345908,https://www.google.com/search?q=196012345908+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+TNF+Black+Half+Dome+Tagline+Toss%2FFiery+Red%2C+14&tbm=shop,Y,https://www.amazon.com/dp/B0BGT1ZR2N?psc=1,"https://www.google.com/shopping/product/12085654786019826633/offers?q=196012345908&prds=cid:12085654786019826633,cond:1",The North Face,69.0,117.3,130.41,130.41,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, Summit Navy/TNF White, 11",18706.0,12918.0,,,,$104.71 ,,-,,B0C28KNM9V,196573288980,196573288980,B07PM8Y639,THE NORTH FACE,yes,GB196573288980,https://www.google.com/search?q=196573288980+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+Summit+Navy%2FTNF+White%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B0C28KNM9V?psc=1,"https://www.google.com/shopping/product/16879656095525055026/offers?q=196573288980&prds=cid:16879656095525055026,cond:1",Zappos.com,68.95,117.22,130.32,130.32,Y
"THE NORTH FACE Men's Short Sleeve Box NSE Tee (Standard and Big Size), Pine Needle/Photo Real/Graphics, Small",24421.0,44265.0,,,,$44.97 ,$27.43 ,-,,B0C1PB9HW4,196573581166,196573581166,B08BF62RL8,THE NORTH FACE,no,GB196573581166,https://www.google.com/search?q=196573581166+THE+NORTH+FACE+Men%27s+Short+Sleeve+Box+NSE+Tee+%28Standard+and+Big+Size%29%2C+Pine+Needle%2FPhoto+Real%2FGraphics%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B0C1PB9HW4?psc=1,"https://www.google.com/shopping/product/14213730195608867635/offers?q=196573581166&prds=cid:14213730195608867635,cond:1",Dillard's,40.0,68.0,75.6,75.6,Y
"THE NORTH FACE Men's Antora Waterproof Jacket (Standard and Big Size), Summit Navy Camo Texture Print/TNF Black, Small",19268.0,18478.0,,,,$202.78 ,$192.56 ,-,,B0BZ8TB5HF,196573177826,196573177826,B0CNLD3XFY,THE NORTH FACE,yes,GB196573177826,https://www.google.com/search?q=196573177826+THE+NORTH+FACE+Men%27s+Antora+Waterproof+Jacket+%28Standard+and+Big+Size%29%2C+Summit+Navy+Camo+Texture+Print%2FTNF+Black%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B0BZ8TB5HF?psc=1,"https://www.google.com/shopping/product/6950336186086817169/offers?q=196573177826&prds=cid:6950336186086817169,cond:1",Cabela's,91.97,156.35,173.82,173.82,Y
"THE NORTH FACE Men's ThermoBall Traction Mule V Winter Shoe, Phantom Grey Heather Print/TNF Black, 10",18433.0,12716.0,,,,$132.23 ,$74.23 ,-,,B09KSZ8TJQ,195436528515,195436528515,B07PM8Y639,THE NORTH FACE,no,GB195436528515,https://www.google.com/search?q=195436528515+THE+NORTH+FACE+Men%27s+ThermoBall+Traction+Mule+V+Winter+Shoe%2C+Phantom+Grey+Heather+Print%2FTNF+Black%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B09KSZ8TJQ?psc=1,"https://www.google.com/shopping/product/8354444963112292381/offers?q=195436528515&prds=cid:8354444963112292381,cond:1",Ramsey Outdoor,51.3,87.21,96.96,96.96,Y
"THE NORTH FACE Women's Waterproof Antora Jacket (Standard and Plus Size), Lime Cream, Large",18762.0,24635.0,,,,$112.74 ,,-,,B0BHTHZGTM,196011668695,196011668695,B09F1K52N7,THE NORTH FACE,yes,GB196011668695,https://www.google.com/search?q=196011668695+THE+NORTH+FACE+Women%27s+Waterproof+Antora+Jacket+%28Standard+and+Plus+Size%29%2C+Lime+Cream%2C+Large&tbm=shop,Y,https://www.amazon.com/dp/B0BHTHZGTM?psc=1,"https://www.google.com/shopping/product/5794680047547948949/offers?q=196011668695&prds=cid:5794680047547948949,cond:1",DICK'S Sporting Goods,120.0,204.0,226.8,226.8,Y
"THE NORTH FACE Berkeley Crossbody Bag, Dark Sage/Summit Gold, One Size",17738.0,13214.0,,,,$43.95 ,,-,,B0C3RQDRTY,196573137592,196573137592,B0BRBR71Z7,THE NORTH FACE,yes,GB196573137592,https://www.google.com/search?q=196573137592+THE+NORTH+FACE+Berkeley+Crossbody+Bag%2C+Dark+Sage%2FSummit+Gold%2C+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B0C3RQDRTY?psc=1,"https://www.google.com/shopping/product/4614795202858594095/offers?q=196573137592&prds=cid:4614795202858594095,cond:1",evo.com,49.95,84.92,94.41,94.41,Y
"THE NORTH FACE Men’s Half Dome Pullover Hoodie Sweatshirt (Standard and Big Size), Fawn Grey/Fawn Grey Engraved Mountain Print, X-Large",19630.0,14954.0,,,,$104.32 ,$74.92 ,-,,B0C1P9LFWK,196573568525,196573568525,B078P5Q23V,THE NORTH FACE,no,GB196573568525,https://www.google.com/search?q=196573568525+THE+NORTH+FACE+Men%E2%80%99s+Half+Dome+Pullover+Hoodie+Sweatshirt+%28Standard+and+Big+Size%29%2C+Fawn+Grey%2FFawn+Grey+Engraved+Mountain+Print%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B0C1P9LFWK?psc=1,"https://www.google.com/shopping/product/3126926403571282773/offers?q=196573568525&prds=cid:3126926403571282773,cond:1",Al's Sporting Goods,39.95,67.92,75.51,75.51,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, Shady Blue/Summit Navy, 9",18408.0,12707.0,,,,$62.00 ,,-,,B0C28MD4J6,196573287778,196573287778,B07PM8Y639,THE NORTH FACE,yes,GB196573287778,https://www.google.com/search?q=196573287778+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+Shady+Blue%2FSummit+Navy%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B0C28MD4J6?psc=1,"https://www.google.com/shopping/product/8354444963112292381/offers?q=196573287778&prds=cid:8354444963112292381,cond:1",Ramsey Outdoor,51.3,87.21,96.96,96.96,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, Gravel/Geyser Aqua, 8",18732.0,12969.0,,,,$59.00 ,,-,,B0CJCJLLM1,197063190691,197063190691,B07PM8Y639,THE NORTH FACE,yes,GB197063190691,https://www.google.com/search?q=197063190691+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+Gravel%2FGeyser+Aqua%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B0CJCJLLM1?psc=1,"https://www.google.com/shopping/product/8354444963112292381/offers?q=197063190691&prds=cid:8354444963112292381,cond:1",Ramsey Outdoor,51.3,87.21,96.96,96.96,Y
"THE NORTH FACE Men's Thermoball Traction Mule V Winter Shoe, Brandy Brown/Coal Brown, 13",18856.0,13005.0,,,,$107.94 ,$93.98 ,-,,B0C28K4BLY,196573289352,196573289352,B07PM8Y639,THE NORTH FACE,no,GB196573289352,https://www.google.com/search?q=196573289352+THE+NORTH+FACE+Men%27s+Thermoball+Traction+Mule+V+Winter+Shoe%2C+Brandy+Brown%2FCoal+Brown%2C+13&tbm=shop,Y,https://www.amazon.com/dp/B0C28K4BLY?psc=1,"https://www.google.com/shopping/product/2022082800307131976/offers?q=196573289352&prds=cid:2022082800307131976,cond:1",Easton Outdoor Company,41.3,70.21,78.06,78.06,Y
"THE NORTH FACE Borealis Sling, New Taupe Green Snowcap Mountains Print/TNF Black, One Size",21128.0,23037.0,,,,$78.00 ,,-,,B09R519KLM,196009413948,196009413948,B0B5MHGJ71,THE NORTH FACE,yes,GB196009413948,https://www.google.com/search?q=196009413948+THE+NORTH+FACE+Borealis+Sling%2C+New+Taupe+Green+Snowcap+Mountains+Print%2FTNF+Black%2C+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B09R519KLM?psc=1,"https://www.google.com/shopping/product/6541010658718994056/offers?q=196009413948&prds=cid:6541010658718994056,cond:1",Bonanza - paradoxchad's booth,58.0,98.6,109.62,109.62,Y
"THE NORTH FACE Berkeley Crossbody Bag, Fawn Grey/Gardenia White, One Size",18128.0,13306.0,,,,$43.95 ,$37.78 ,-,,B0C3RR711N,196573119154,196573119154,B0BRBR71Z7,THE NORTH FACE,no,GB196573119154,https://www.google.com/search?q=196573119154+THE+NORTH+FACE+Berkeley+Crossbody+Bag%2C+Fawn+Grey%2FGardenia+White%2C+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B0C3RR711N?psc=1,"https://www.google.com/shopping/product/4614795202858594095/offers?q=196573119154&prds=cid:4614795202858594095,cond:1",evo.com,49.95,84.92,94.41,94.41,Y
"THE NORTH FACE Men's Box NSE Pullover Hoodie, TNF Black, XX-Large",30534.0,26260.0,,,,$122.71 ,$118.29 ,-,,B083CMLVJ3,192362731811,192362731811,B0874VRMHJ,THE NORTH FACE,no,GB192362731811,https://www.google.com/search?q=192362731811+THE+NORTH+FACE+Men%27s+Box+NSE+Pullover+Hoodie%2C+TNF+Black%2C+XX-Large&tbm=shop,Y,https://www.amazon.com/dp/B083CMLVJ3?psc=1,"https://www.google.com/shopping/product/1803795144474196335/offers?q=192362731811&prds=cid:1803795144474196335,cond:1",eBay,45.97,78.15,86.88,86.88,Y
"THE NORTH FACE Women's Osito Full Zip Fleece Jacket (Standard and Plus Size), Pink Moss, 3X",28293.0,17028.0,,,,$100.00 ,,-,,B0BHTJ8P6J,196011634898,196011634898,B0161S9E6U,THE NORTH FACE,yes,GB196011634898,https://www.google.com/search?q=196011634898+THE+NORTH+FACE+Women%27s+Osito+Full+Zip+Fleece+Jacket+%28Standard+and+Plus+Size%29%2C+Pink+Moss%2C+3X&tbm=shop,Y,https://www.amazon.com/dp/B0BHTJ8P6J?psc=1,"https://www.google.com/shopping/product/2541570741210611847/offers?q=196011634898&prds=cid:2541570741210611847,cond:1",lightk.shop,59.99,101.98,113.38,113.38,Y
"THE NORTH FACE Men's Box NSE Pullover Hoodie (Standard and Big Size), Fawn Grey/Photo Real Graphics, XX-Large",30750.0,26274.0,,,,$119.04 ,$69.99 ,-,,B0C3447471,196573570306,196573570306,B0874VRMHJ,THE NORTH FACE,no,GB196573570306,https://www.google.com/search?q=196573570306+THE+NORTH+FACE+Men%27s+Box+NSE+Pullover+Hoodie+%28Standard+and+Big+Size%29%2C+Fawn+Grey%2FPhoto+Real+Graphics%2C+XX-Large&tbm=shop,Y,https://www.amazon.com/dp/B0C3447471?psc=1,"https://www.google.com/shopping/product/16054988165891720857/offers?q=196573570306&prds=cid:16054988165891720857,cond:1",Tillys,38.78,65.93,73.29,73.29,Y
"THE NORTH FACE Men's ThermoBall Traction Winter Bootie, TNF Red/TNF Black, 10",46121.0,29732.0,,,,$111.89 ,,-,,B09TRZTTN5,196247350586,196247350586,B0C7XH1JFD,THE NORTH FACE,yes,GB196247350586,https://www.google.com/search?q=196247350586+THE+NORTH+FACE+Men%27s+ThermoBall+Traction+Winter+Bootie%2C+TNF+Red%2FTNF+Black%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B09TRZTTN5?psc=1,"https://www.google.com/shopping/product/10024444749618345638/offers?q=196247350586&prds=cid:10024444749618345638,cond:1",BobsSportsChalet.com,65.2,110.84,123.23,123.23,Y
"THE NORTH FACE Men's ThermoBall Traction Winter Bootie, TNF Red/TNF Black, 11",46350.0,29716.0,,,,$111.65 ,$109.92 ,-,,B09TS1HKRJ,196247350746,196247350746,B0C7XH1JFD,THE NORTH FACE,yes,GB196247350746,https://www.google.com/search?q=196247350746+THE+NORTH+FACE+Men%27s+ThermoBall+Traction+Winter+Bootie%2C+TNF+Red%2FTNF+Black%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B09TS1HKRJ?psc=1,"https://www.google.com/shopping/product/10024444749618345638/offers?q=196247350746&prds=cid:10024444749618345638,cond:1",BobsSportsChalet.com,65.2,110.84,123.23,123.23,Y
"THE NORTH FACE Jim Beanie, Flax Heather, One Size",40800.0,17028.0,,,,$39.95 ,,-,,B096YFBPY3,195439218888,195439218888,B00OTWR3SW,THE NORTH FACE,yes,GB195439218888,https://www.google.com/search?q=195439218888+THE+NORTH+FACE+Jim+Beanie%2C+Flax+Heather%2C+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B096YFBPY3?psc=1,"https://www.google.com/shopping/product/16998508734215074808/offers?q=195439218888&prds=cid:16998508734215074808,cond:1",Poshmark,27.0,45.9,51.03,51.03,Y
"The North Face Women's Nuptse Mule, TNF Black/TNF White, 8",31031.0,21981.0,,,,$147.60 ,$107.33 ,-,,B09H5MMXBF,195439274389,195439274389,B07PM8XRRY,THE NORTH FACE,no,GB195439274389,https://www.google.com/search?q=195439274389+The+North+Face+Women%27s+Nuptse+Mule%2C+TNF+Black%2FTNF+White%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B09H5MMXBF?psc=1,"https://www.google.com/shopping/product/4096010469462360559/offers?q=195439274389&prds=cid:4096010469462360559,cond:1",ShoeVillage.com,64.99,110.48,122.83,122.83,Y
THE NORTH FACE Thermoball Traction Mule V Iwd Print TNF Black/Lunar Slate 11 B (M),30285.0,21768.0,,,,$89.00 ,,-,,B0BNXBW2F6,196247638080,196247638080,B07PM8XRRY,THE NORTH FACE,yes,GB196247638080,https://www.google.com/search?q=196247638080+THE+NORTH+FACE+Thermoball+Traction+Mule+V+Iwd+Print+TNF+Black%2FLunar+Slate+11+B+%28M%29&tbm=shop,Y,https://www.amazon.com/dp/B0BNXBW2F6?psc=1,"https://www.google.com/shopping/product/14955120505264217637/offers?q=196247638080&prds=cid:14955120505264217637,cond:1",SNIPES USA,49.99,84.98,94.48,94.48,Y
"The North Face Women's Nuptse Mule, TNF Black/TNF White, 6",30787.0,21801.0,,,,$147.60 ,$104.27 ,-,,B09H5L3KMW,195439273689,195439273689,B07PM8XRRY,THE NORTH FACE,no,GB195439273689,https://www.google.com/search?q=195439273689+The+North+Face+Women%27s+Nuptse+Mule%2C+TNF+Black%2FTNF+White%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B09H5L3KMW?psc=1,"https://www.google.com/shopping/product/13071001292385516834/offers?q=195439273689&prds=cid:13071001292385516834,cond:1",Moosejaw,78.99,134.28,149.29,149.29,Y
"THE NORTH FACE Women's Thermoball Insulated Traction Mule V Shoe, Sun Sprite/TNF Black, 10",31042.0,21936.0,,,,$93.58 ,$83.63 ,-,,B0BZ8Z5S37,196573289383,196573289383,B07PM8XRRY,THE NORTH FACE,yes,GB196573289383,https://www.google.com/search?q=196573289383+THE+NORTH+FACE+Women%27s+Thermoball+Insulated+Traction+Mule+V+Shoe%2C+Sun+Sprite%2FTNF+Black%2C+10&tbm=shop,N,https://www.amazon.com/dp/B0BZ8Z5S37?psc=1,Not Found,Not Found,,,,,N
"THE NORTH FACE Men’s Venture 2 Waterproof Hooded Rain Jacket (Standard and Big & Tall Size), Shady Blue/Shady Blue, X-Small",64480.0,80758.0,,,,$199.99 ,$109.98 ,-,,B01HQS9I1U,190289525520,190289525520,B098YKB45Z,THE NORTH FACE,no,GB190289525520,https://www.google.com/search?q=190289525520+THE+NORTH+FACE+Men%E2%80%99s+Venture+2+Waterproof+Hooded+Rain+Jacket+%28Standard+and+Big+%26+Tall+Size%29%2C+Shady+Blue%2FShady+Blue%2C+X-Small&tbm=shop,N,https://www.amazon.com/dp/B01HQS9I1U?psc=1,Not Found,Not Found,,,,,N
"THE NORTH FACE Men's Antora Rain Hoodie (Big and Standard Size), Shady Blue, 2X",55832.0,79188.0,,,,$119.95 ,,-,,B0BZ8TK9BH,196573208421,196573208421,B0BWQNR4TS,THE NORTH FACE,yes,GB196573208421,https://www.google.com/search?q=196573208421+THE+NORTH+FACE+Men%27s+Antora+Rain+Hoodie+%28Big+and+Standard+Size%29%2C+Shady+Blue%2C+2X&tbm=shop,Y,https://www.amazon.com/dp/B0BZ8TK9BH?psc=1,"https://www.google.com/shopping/product/9678376971243647169/offers?q=196573208421&prds=cid:9678376971243647169,cond:1",Ramsey Outdoor,109.95,186.91,207.81,207.81,Y
"THE NORTH FACE Men’s Venture 2 Waterproof Hooded Rain Jacket (Standard and Big & Tall Size), Mid Grey/Mid Grey/TNF Black, 3X-Large",64100.0,80348.0,,,,$200.34 ,,-,,B07TS8MD4L,193391579788,193391579788,B098YKB45Z,THE NORTH FACE,yes,GB193391579788,https://www.google.com/search?q=193391579788+THE+NORTH+FACE+Men%E2%80%99s+Venture+2+Waterproof+Hooded+Rain+Jacket+%28Standard+and+Big+%26+Tall+Size%29%2C+Mid+Grey%2FMid+Grey%2FTNF+Black%2C+3X-Large&tbm=shop,Y,https://www.amazon.com/dp/B07TS8MD4L?psc=1,"https://www.google.com/shopping/product/4407795632765632439/offers?q=193391579788&prds=cid:4407795632765632439,cond:1",bucksport.shop,59.99,101.98,113.38,113.38,Y
"THE NORTH FACE Etip Recycled Glove Military Olive, M",41926.0,21242.0,,,,$59.00 ,,-,,B09TPV4QMC,196247071900,196247071900,B08BDYGDYY,THE NORTH FACE,yes,GB196247071900,https://www.google.com/search?q=196247071900+THE+NORTH+FACE+Etip+Recycled+Glove+Military+Olive%2C+M&tbm=shop,N,https://www.amazon.com/dp/B09TPV4QMC?psc=1,Not Found,Not Found,,,,,N
"THE NORTH FACE Women's Waterproof Antora Parka (Standard and Plus Size), Yellow Silt, Medium",85468.0,93287.0,,,,$120.00 ,$120.00 ,-,,B0CHWL8BBS,196575604382,196575604382,B09JTRCJPX,THE NORTH FACE,no,GB196575604382,https://www.google.com/search?q=196575604382+THE+NORTH+FACE+Women%27s+Waterproof+Antora+Parka+%28Standard+and+Plus+Size%29%2C+Yellow+Silt%2C+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0CHWL8BBS?psc=1,"https://www.google.com/shopping/product/5794680047547948949/offers?q=196575604382&prds=cid:5794680047547948949,cond:1",DICK'S Sporting Goods,120.0,204.0,226.8,226.8,Y
"THE NORTH FACE Women's Waterproof Antora Parka (Standard and Plus Size), TNF Black, 3X",85965.0,94882.0,,,,$197.71 ,$120.00 ,-,,B09JTRX3C5,680975966121,680975966121,B09JTRCJPX,THE NORTH FACE,yes,GB680975966121,https://www.google.com/search?q=680975966121+THE+NORTH+FACE+Women%27s+Waterproof+Antora+Parka+%28Standard+and+Plus+Size%29%2C+TNF+Black%2C+3X&tbm=shop,Y,https://www.amazon.com/dp/B09JTRX3C5?psc=1,"https://www.google.com/shopping/product/16729775792444501115/offers?q=680975966121&prds=cid:16729775792444501115,cond:1",Macy's,130.0,221.0,245.7,245.7,Y
"THE NORTH FACE Women's Box NSE Pullover Hoodie (Standard and Plus Size), High Purple, X-Large",46684.0,41784.0,,,,$60.00 ,,-,,B0CHBMF195,196575494815,196575494815,B0C5FJN3M9,THE NORTH FACE,yes,GB196575494815,https://www.google.com/search?q=196575494815+THE+NORTH+FACE+Women%27s+Box+NSE+Pullover+Hoodie+%28Standard+and+Plus+Size%29%2C+High+Purple%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B0CHBMF195?psc=1,"https://www.google.com/shopping/product/10030428179974922633/offers?q=196575494815&prds=cid:10030428179974922633,cond:1",ShoeMall,59.95,101.92,113.31,113.31,Y
"THE NORTH FACE Men Astro Ridge Full Zip, Summit Navy, Small",59886.0,109829.0,,,,$100.00 ,,-,,B0BH51SNG1,196248678559,196248678559,B09FS2XQJG,THE NORTH FACE,yes,GB196248678559,https://www.google.com/search?q=196248678559+THE+NORTH+FACE+Men+Astro+Ridge+Full+Zip%2C+Summit+Navy%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B0BH51SNG1?psc=1,"https://www.google.com/shopping/product/3526343141164466617/offers?q=196248678559&prds=cid:3526343141164466617,cond:1",Zappos.com,149.0,253.3,281.61,281.61,Y
"THE NORTH FACE Men’s Apex Bionic 3 Windproof Jacket (Standard and Big Size), Utility Brown, X-Large",67738.0,68631.0,,,,$284.07 ,$184.43 ,-,,B0BZSXNZSL,196573190368,196573190368,B0CNLGFMW1,THE NORTH FACE,yes,GB196573190368,https://www.google.com/search?q=196573190368+THE+NORTH+FACE+Men%E2%80%99s+Apex+Bionic+3+Windproof+Jacket+%28Standard+and+Big+Size%29%2C+Utility+Brown%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B0BZSXNZSL?psc=1,"https://www.google.com/shopping/product/8987577315614886737/offers?q=196573190368&prds=cid:8987577315614886737,cond:1",Poshmark,110.0,187.0,207.9,207.9,Y
"THE NORTH FACE Men's Base Camp Flip-Flop ll, Shady Blue/Urban Navy, 14",63446.0,142855.0,,,,$86.54 ,$54.11 ,-,,B07VC9FZ6R,679894415995,679894415995,B08G16ZCS5,THE NORTH FACE,no,GB679894415995,https://www.google.com/search?q=679894415995+THE+NORTH+FACE+Men%27s+Base+Camp+Flip-Flop+ll%2C+Shady+Blue%2FUrban+Navy%2C+14&tbm=shop,Y,https://www.amazon.com/dp/B07VC9FZ6R?psc=1,"https://www.google.com/shopping/product/16048667713978347067/offers?q=679894415995&prds=cid:16048667713978347067,cond:1",Zappos.com,48.95,83.22,92.52,92.52,Y
